UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCUEIS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3 
223001, 1,"Austin Presbyterian Theological Seminary- YMCA Outdoor Center","3088 Smith Springs Road","Antioch","TN","37013-2791",47, 5,"Jose R. Irizarry","President","5124044800","741143056","Z6R5RGJ5GGS6","00354402",1,496177,"https://www.austinseminary.edu/","https://www.austinseminary.edu/admissions","https://www.austinseminary.edu/admission/affording-seminary","https://www.austinseminary.edu/admissions/process","https://www.austinseminary.edu/admission/affording-seminary"," "," ","https://hhs.texas.gov/services/disability/disability-determination-services",2,1,2,7,2,1,20,1,2,2,11,1,"A ",1,1,1,1,34980,1,400,47037,"Davidson County",4705,-86.588992,36.087964,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
225575, 1,"Huston - Tillotson University - Center for Entrepreneurship and Innova","1023 Springdale Road","Austin","TX","78702-2753",48, 6," "," ","5125053000"," ","NAZGJBQ5SJP5","00357701",1,497879," "," "," "," "," "," "," "," ",2,1,2,7,2,1,20,1,1,2,11,1,"N ",1,1,1,1,12420,1,-2,48453,"Travis County",4835,-97.692722,30.265905,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,"R",100,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25200,"R",3030,"R",28230,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25200,"R",3030,"R",28230,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25200,"R",3030,"R",28230,.,.,"A",.,"A",.,"A",.,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8449,"A",.,"A",.,"A",.,"R",1500,"A",.,"A",.,"A",.,"R",1500,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
227979, 1,"San Jacinto College-North Campus","5800 Uvalde Rd","Houston","TX","77049-4599",48, 6,"Dr. Laurel Williamson","President","2814584050","746028285","DB2SBVLBN6V5","00360901",1,227997,"www.sanjac.edu/","https://www.sanjac.edu/steps-enroll","https://www.sanjac.edu/financial-aid","https://prod.applytexas.org/","https://www.sanjac.edu/apply-register-pay/paying-college/payments/how-pay-college","https://www.sanjac.edu/student-services/student-support/veteran-services/veteran-benefits"," ","www.sanjac.edu/about-san-jac/college-operations/human-resources/individuals-disabilities-ada",4,2,1,3,1,2,40,1,2,2,21,1,"A ",1,1,1,1,26420,1,288,48201,"Harris County",4829,-95.181963,29.810803,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,.,.,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,.,.,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,.,.,"R",1641,"R",1668,"R",1676,"R",1684,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8270,"R",8406,"R",8446,"R",8487,"R",4794,"R",4873,"R",4896,"R",4920,"R",4794,"R",4873,"R",4896,"R",4920,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
227979, 2,"San Jacinto College-South Campus","13735 Beamer Rd","Houston","TX","77089-6099",48, 6,"Dr. Laurel Williamson","President","2814841900","746028285","DB2SBVLBN6V5","00360903",1,228006,"www.sanjac.edu/","www.sanjac.edu/steps-enroll","www.sanjac.edu/financial-aid","prod.applytexas.org/","www.sanjac.edu/apply-register-pay/paying-college/payments/how-pay-college","www.sanjac.edu/admissions-aid/veteran-services/veteran-benefits"," ","www.sanjac.edu/about-san-jac/college-operations/human-resources/individuals-disabilities-ada",4,2,1,3,1,2,40,1,2,2,11,1,"A ",1,1,1,1,26420,1,288,48201,"Harris County",4822,-95.203860,29.579844,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,.,.,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,.,.,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,.,.,"R",1641,"R",1668,"R",1676,"R",1684,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8270,"R",8406,"R",8446,"R",8487,"R",4794,"R",4873,"R",4896,"R",4920,"R",4794,"R",4873,"R",4896,"R",4920,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
227979, 3,"San Jacinto Community College District - Generation Park Campus","13455 Lockwood Road","Houston","TX","77044-0000",48, 6,"Dr. Laurel Williamson","President","2819986150","746028285","DB2SBVLBN6V5","00360906",1,496131,"https://www.sanjac.edu/","https://www.sanjac.edu/steps-enroll","https://www.sanjac.edu/financial-aid","https://prod.applytexas.org/","https://www.sanjac.edu/apply-register-pay/paying-college/payments/how-pay-college","https://www.sanjac.edu/student-services/student-support/veteran-services/veteran-benefits"," ","https://www.sanjac.edu/about-san-jac/college-operations/human-resources/individuals-disabilities-ada",4,2,1,3,1,2,40,1,2,2,41,1,"A ",1,1,1,1,26420,1,288,48201,"Harris County",4829,-95.212894,29.918755,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,"R",1872,"R",0,"R",1872,.,.,"A",.,"A",.,"A",.,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,"R",3240,"R",0,"R",3240,.,.,"A",.,"A",.,"A",.,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,"R",5040,"R",0,"R",5040,.,.,"A",.,"R",1668,"R",1676,"R",1684,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8406,"R",8446,"R",8487,"A",.,"R",4873,"R",4896,"R",4920,"A",.,"R",4873,"R",4896,"R",4920,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
228723, 1,"Texas A & M University Health Science Center","8441 Riverside Parkway, Clinical Building 1 - Suite 3100","Bryan","TX","77807",48, 6,"Carrie L. Byington, MD","Sr VP of the TAMU Health Science Center","9794369100","742907553","EWBQLSGB8UM7","00363208",1,223214,"https://health.tamu.edu/","https://health.tamu.edu/academics/admissions.html","https://financialaid.tamu.edu/","https://admissions.tamu.edu/freshman/apply","https://tuition.tamu.edu/","https://aggie.tamu.edu/financial-aid/veterans","https://registrar.tamu.edu/Catalogs,-Policies-Procedures/Student-Right-to-Know","https://disability.tamu.edu/",1,1,1,9,1,1,11,1,2,2,41,1,"A ",1,1,1,1,17780,1,-2,48041,"Brazos County",4817,-96.395595,30.598751,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,"R",75,2 ,"R",8532,"R",3621,"R",12153,"R",8974,"R",3809,"R",12783,"R",9339,"R",3900,"R",13239,"R",9339,"R",3900,"R",13239,0,0,"R",8532,"R",3621,"R",12153,"R",8974,"R",3809,"R",12783,"R",9339,"R",3900,"R",13239,"R",9339,"R",3900,"R",13239,0,0,"R",34981,"R",3621,"R",38602,"R",35531,"R",3809,"R",39340,"R",36234,"R",3900,"R",40134,"R",36239,"R",3900,"R",40139,.,.,"R",1222,"R",1222,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10400,"R",11400,"R",11400,"R",11550,"R",6308,"R",6062,"R",6064,"R",6464,"R",6308,"R",6062,"R",6064,"R",6464,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
230597, 1,"Snow College-Richfield Campus","800 W 200 S","Richfield","UT","84701",49, 7,"Stacee Mciff","President (Interim)","4358968202","870288509","HMEGGUS7E8E9","00367901",1,230588,"https://www.snow.edu/richfield/","https://www.snow.edu/admissions/","https://www.snow.edu/finaid","https://apply.snow.edu/","https://www.collegeraptor.com/Shopping/School/Snow-College-UT--230597","https://www.snow.edu/offices/veteran_services/index.html"," ","https://www.snow.edu/general/ADA/",4,2,1,3,1,2,40,1,2,2,33,1,"A ",1,1,1,1,-2,-2,-2,49041,"Sevier County",4902,-112.099377,38.767007,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",30,2 ,"R",3410,"R",426,"R",3836,"R",3486,"R",426,"R",3912,"R",3616,"R",384,"R",4000,"R",3796,"R",384,"R",4180,.,.,"R",3410,"R",426,"R",3836,"R",3486,"R",426,"R",3912,"R",3616,"R",384,"R",4000,"R",3796,"R",384,"R",4180,.,.,"R",12450,"R",426,"R",12876,"R",12730,"R",426,"R",13156,"R",13092,"R",384,"R",13476,"R",13746,"R",384,"R",14130,.,.,"R",2000,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4200,"R",4200,"R",4200,"R",4200,"R",2800,"R",2800,"R",2800,"R",2800,"R",2800,"R",2800,"R",2800,"R",2800,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
230913, 1,"Northern Vermont University - Northern Essex Community College","414 Common Street","Lawrence","MA","01841-2399",25, 1," "," ","8002251998"," "," ","00368801",5,493053," "," "," "," "," "," "," "," ",1,1,1,5,1,2,30,1,2,2,21,1,"A ",1,1,1,2,14460,1,148,25009,"Essex County",2503,-71.164595,42.707000,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
230913, 2,"Northern Vermont University - Lyndon","1001 College Road","Lyndonvile","VT","05851-0000",50, 1," "," ","8002251998"," ","CQPBN6445V11","00368802",1,493062,"www.northernvermont.edu/about/location-and-directions/our-campuses/lyndon-campus","www.northernvermont.edu/admissions-and-aid","www.northernvermont.edu/admissions-and-aid","www.northernvermont.edu/admissions-and-aid","www.northernvermont.edu/admissions-and-aid/tuition-and-fees/calculate-net-cost","www.northernvermont.edu/admissions-and-aid/how-apply/veterans"," ","www.northernvermont.edu/academics/resources-and-support/academic-support/nvu-disability-services",1,1,1,7,1,1,20,1,2,2,33,1,"A ",1,1,1,1,-2,-2,-2,50005,"Caledonia County",5000,-72.024955,44.534525,0,0,0,1,1,0,1,0,1,0,0,0,0,1,2,"R",50,1 ,"R",11256,"R",1166,"R",12422,"R",11592,"R",1212,"R",12804,"R",11592,"R",1212,"R",12804,"R",11592,"R",1212,"R",12804,.,.,"R",11256,"R",1166,"R",12422,"R",11592,"R",1212,"R",12804,"R",11592,"R",1212,"R",12804,"R",11592,"R",1212,"R",12804,.,.,"R",24960,"R",1166,"R",26126,"R",25680,"R",1212,"R",26892,"R",25680,"R",1212,"R",26892,"R",25680,"R",1212,"R",26892,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",11020,"R",11694,"R",12044,"R",12404,"R",1750,"R",1750,"R",1750,"R",1750,"R",11020,"R",11694,"R",12044,"R",12404,"R",1750,"R",1750,"R",1750,"R",1750,"R",4730,"R",4730,"R",1750,"R",1750,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
231554, 1,"Bluefield College - Edward Via College of Osteopathic Medicine","2265 Kraft Drive","Blacksburg","VA","24060-6832",51, 5,"David Olive","President","2763263682","540568200","J52XRKQ9H3L3","00370307",1,492555,"www.bluefield.edu/","www.bluefield.edu/admissions/","www.bluefield.edu/bc-central/financial-aid/","postbaccas.liaisoncas.com/applicant-ux/#/login","www.bluefield.edu/bc-central/financial-aid/tuition-fees/"," ","www.bluefield.edu/consumer-information/","www.bluefield.edu/academics/student-services-ace/",2,1,2,7,2,1,20,1,2,2,13,1,"A ",1,1,1,1,13980,1,-2,51121,"Montgomery County",5109,-80.406089,37.199747,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
231785, 1,"Bryant & Stratton College-Richmond","8141 Hull St Rd","North Chesterfield","VA","23235",51, 5,"Beth Murphy","Campus Director","8047452444","844813183"," ","00267812",1,231828,"https://www.bryantstratton.edu/","https://www.bryantstratton.edu/admissions","https://www.bryantstratton.edu/financial-aid","https://www.bryantstratton.edu/utilities/applynew","https://www.bryantstratton.edu/financial-aid/net-price-calculator","https://www.bryantstratton.edu/admissions/military","https://www.bryantstratton.edu/degrees/student-right-to-know","https://catalog.bryantstratton.edu/content.php?catoid=4&navoid=108#accommodations-for-students-with-disabilities",2,1,2,5,1,2,30,1,2,2,21,1,"A ",1,1,1,1,40060,1,-2,51041,"Chesterfield County",5107,-77.543206,37.459615,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,"R",0,2 ,"R",16696,"R",438,"R",17134,"R",16402,"R",351,"R",16753,"R",17158,"R",415,"R",17573,"R",15977,"R",415,"R",16392,.,.,"R",16696,"R",438,"R",17134,"R",16402,"R",351,"R",16753,"R",17158,"R",415,"R",17573,"R",15977,"R",415,"R",16392,.,.,"R",16696,"R",438,"R",17134,"R",16402,"R",351,"R",16753,"R",17158,"R",415,"R",17573,"R",15977,"R",415,"R",16392,.,.,"R",1100,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3500,"R",3500,"R",3500,"R",3500,"R",1480,"R",1530,"R",1548,"R",1548,"R",1480,"R",1530,"R",1548,"R",1548,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
231785, 2,"Bryant & Stratton College-Hampton","4410 East Claiborne Square, Suite 233","Hampton","VA","23666",51, 5,"Jeff Thorud","Campus Director","7578966001","844813183"," ","00267816",1,459107,"https://www.bryantstratton.edu/","https://www.bryantstratton.edu/admissions","https://www.bryantstratton.edu/financial-aid","https://www.bryantstratton.edu/utilities/applynew","https://www.bryantstratton.edu/financial-aid/net-price-calculator","https://www.bryantstratton.edu/admissions/military","https://www.bryantstratton.edu/degrees/student-right-to-know","https://catalog.bryantstratton.edu/content.php?catoid=4&navoid=108#accommodations-for-students-with-disabilities",2,1,2,5,1,2,30,1,2,2,12,1,"A ",1,1,1,1,47260,1,545,51650,"Hampton City",5103,-76.392006,37.044205,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,"R",0,2 ,"R",16689,"R",286,"R",16975,"R",17087,"R",376,"R",17463,"R",16380,"R",165,"R",16545,"R",18240,"R",347,"R",18587,.,.,"R",16689,"R",286,"R",16975,"R",17087,"R",376,"R",17463,"R",16380,"R",165,"R",16545,"R",18240,"R",347,"R",18587,.,.,"R",16689,"R",286,"R",16975,"R",17087,"R",376,"R",17463,"R",16380,"R",165,"R",16545,"R",18240,"R",347,"R",18587,.,.,"R",1100,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3500,"R",3500,"R",3500,"R",3500,"R",1480,"R",1537,"R",1480,"R",1529,"R",1480,"R",1537,"R",1480,"R",1529,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
232919, 1,"Tidewater Tech - Priority Automotive Tidewater Tech Learning Center","1800 Greenbriar Parkway","Chesapeake","VA","23320-2606",51, 5,"Paula Massey","Campus Executive Director","7578588324","541058176","U6L3RUFGCMS9","02320904",1,497754,"https://www.tidewatertechtrades.edu/","https://www.tidewatertechtrades.edu/","https://www.tidewatertechtrades.edu/financing/index.html","https://www.tidewatertechtrades.edu/qualified/index.html","https://www.tidewatertechtrades.edu/Your_Rights/tidewater","https://www.tidewatertechtrades.edu/student-services/military"," ","https://www.tidewatertechtrades.edu/Your_Rights/disability_services.html",9,3,3,2,1,2,0,2,2,2,21,1,"N ",1,1,1,1,47260,1,545,51550,"Chesapeake City",5103,-76.241269,36.790915,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16200,"R",137,"R",16337,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16200,"R",137,"R",16337,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16200,"R",137,"R",16337,.,.,"A",.,"A",.,"A",.,"R",695,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9625,"A",.,"A",.,"A",.,"R",8379,"A",.,"A",.,"A",.,"R",5614,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
